Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Amartey, Joel",,50,65,73,21,,,,,,,28,77,58,74,,55.5/556:13
"Blakey, Nick",76,80,82,80,84,82,83,78,84,83,81,47,82,86,81,78,79.3/1587:42
"Buller, Jack",,,,,,,,,,,,,55,,,,55.0/72:42
"Campbell, Braeden",89,86,76,82,94,89,86,76,77,70,67,73,80,85,75,83,80.6/1614:43
"Clarke, Ryan",,,,,,77,82,81,79,80,78,79,,81,-,,71.7/803:59
"Cunningham, Harry",84,89,76,81,89,85,79,74,85,82,92,87,84,93,96,87,85.1/1704:08
"Florent, Oliver",91,86,87,90,84,81,96,89,88,87,79,93,92,86,80,85,87.2/1747:46
"Fox, Robbie",,,,80,95,97,,98,91,96,92,90,77,24,79,84,83.2/1250:17
"Francis, Aaron",,,,,,90,79,38,87,89,85,93,84,85,81,54,78.7/1083:50
"Franklin, Lance",77,,81,92,,,92,92,93,93,93,93,,,,88,89.4/1123:09
"Gould, Will",,,,,47,42,,,75,75,,,,,,,60.0/305:15
"Gulden, Errol",82,85,83,88,83,90,83,89,87,85,88,83,89,88,95,90,86.7/1735:22
"Hayward, Will",79,88,85,83,79,84,86,84,86,79,87,85,90,,84,80,83.9/1567:16
"Heeney, Isaac",83,85,84,86,88,86,85,86,90,90,82,81,,83,87,85,85.4/1599:49
"Hickey, Tom",,,,,,,,,79,,77,67,75,76,77,65,73.7/644:44
"Ladhams, Peter",74,75,80,80,80,74,75,51,,52,,,,,,,71.2/804:57
"Lloyd, Jake",86,83,83,86,90,86,91,86,90,85,84,84,81,90,80,24,81.9/1640:12
"McAndrew, Lachlan",,,,,,,,,,66,42,,,,,,54.5/135:56
"McCartin, Paddy",73,80,80,3,,,,,,,,,,,,,58.5/290:58
"McCartin, Tom",89,90,94,33,,,87,100,,,,,,,,76,81.1/709:57
"McDonald, Logan",72,84,81,80,81,76,81,89,34,,,,,74,86,75,75.9/1138:59
"McInerney, Justin",76,80,77,75,80,65,,67,81,82,85,82,81,77,90,83,78.7/1473:35
"McLean, Hayden",78,70,,,83,75,68,81,79,87,88,88,79,89,67,79,79.5/1392:23
"Melican, Lewis",,,,,,,,,,,88,81,92,77,93,98,88.0/655:60
"Mills, Callum",82,82,87,90,89,95,78,85,5,,,,,55,76,86,75.5/1132:12
"Papley, Tom",86,76,84,87,88,83,82,87,87,79,83,89,86,84,85,89,84.7/1696:11
"Parker, Luke",82,82,85,87,83,79,93,87,89,87,90,,89,87,82,86,85.9/1614:53
"Rampe, Dane",89,93,97,96,,,,,,,,86,86,84,90,88,89.8/1007:21
"Roberts, Matt",12,26,20,,70,27,,,,,,,,,,,31.4/195:40
"Rowbottom, James",75,78,73,82,80,70,73,72,81,82,72,77,85,82,70,81,77.2/1546:48
"Sheather, Marc",,,,,,,22,33,73,,,,,,,,42.7/163:28
"Sheldrick, Angus",,,,,,,43,,,18,,57,55,73,71,54,52.7/467:29
"Stephens, Dylan",80,78,59,85,67,86,71,,,66,,,22,,,,67.9/771:27
"Warner, Chad",84,81,82,81,87,80,86,80,80,86,81,87,83,83,,,83.0/1464:22
"Warner, Corey",,,,,57,,,,,,6,,,,,,32.8/82:50
"Wicks, Sam",,,,,,,,,,,81,71,77,,,,76.3/284:22
Totals,,,,,,,,,,,,,,,,,
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,RI,
