Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Amartey, Joel",,10,8,2,4,,,,,,,1,8,5,4,,42.0
"Blakey, Nick",18,18,12,12,19,12,7,17,11,12,21,11,14,11,14,14,223.0
"Buller, Jack",,,,,,,,,,,,,1,,,,1.0
"Campbell, Braeden",10,13,8,11,13,11,12,8,10,3,8,15,12,12,9,15,170.0
"Clarke, Ryan",,,,,,8,6,4,3,5,3,6,,5,-,,40.0
"Cunningham, Harry",9,4,2,1,3,7,3,8,8,4,10,10,3,8,12,6,98.0
"Florent, Oliver",9,11,10,24,8,11,9,16,8,10,8,20,7,5,10,13,179.0
"Fox, Robbie",,,,3,10,6,,12,10,14,14,9,3,6,9,2,98.0
"Francis, Aaron",,,,,,6,4,5,11,6,7,8,10,4,4,6,71.0
"Franklin, Lance",7,,9,4,,,9,8,3,8,4,5,,,,10,67.0
"Gould, Will",,,,,6,2,,,5,4,,,,,,,17.0
"Gulden, Errol",18,19,9,13,19,16,16,32,24,15,13,14,19,22,20,24,293.0
"Hayward, Will",11,10,6,8,8,6,12,7,6,8,13,7,5,,8,9,124.0
"Heeney, Isaac",8,9,7,10,12,9,12,10,10,8,9,8,,13,12,5,142.0
"Hickey, Tom",,,,,,,,,6,,7,2,3,9,6,4,37.0
"Ladhams, Peter",7,8,8,8,10,11,13,5,,5,,,,,,,75.0
"Lloyd, Jake",15,16,11,18,15,14,20,18,16,15,23,12,17,15,10,8,243.0
"McAndrew, Lachlan",,,,,,,,,,3,1,,,,,,4.0
"McCartin, Paddy",14,8,8,-,,,,,,,,,,,,,30.0
"McCartin, Tom",12,4,7,3,,,4,6,,,,,,,,8,44.0
"McDonald, Logan",7,10,8,4,8,4,7,10,3,,,,,9,8,2,80.0
"McInerney, Justin",15,7,8,7,7,3,,12,10,7,15,15,7,12,11,8,144.0
"McLean, Hayden",4,4,,,4,6,6,10,7,8,5,5,5,8,4,5,81.0
"Melican, Lewis",,,,,,,,,,,5,6,5,4,10,5,35.0
"Mills, Callum",8,14,10,12,14,9,14,12,1,,,,,7,7,12,120.0
"Papley, Tom",12,12,7,11,21,5,8,7,10,6,16,11,7,13,10,8,164.0
"Parker, Luke",9,11,10,11,6,11,18,14,13,15,13,,16,9,13,9,178.0
"Rampe, Dane",13,9,8,11,,,,,,,,12,12,5,10,9,89.0
"Roberts, Matt",3,4,2,,9,3,,,,,,,,,,,21.0
"Rowbottom, James",10,7,10,8,11,10,9,9,12,8,9,9,14,17,9,11,163.0
"Sheather, Marc",,,,,,,1,2,2,,,,,,,,5.0
"Sheldrick, Angus",,,,,,,1,,,-,,10,9,14,10,5,49.0
"Stephens, Dylan",19,10,8,9,10,5,11,,,6,,,2,,,,80.0
"Warner, Chad",21,7,12,16,18,10,16,14,12,21,17,14,12,18,,,208.0
"Warner, Corey",,,,,3,,,,,,-,,,,,,3.0
"Wicks, Sam",,,,,,,,,,,10,5,4,,,,19.0
Totals,259,225,188,206,238,185,218,246,201,191,231,215,195,231,210,198,3437.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,RI,
