Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Angwin, Ryan",,,,,,1,3,-,5,1,3,3,3,-,-,19.0
"Ash, Lachie",1,2,5,8,7,3,8,6,10,1,9,4,6,7,3,80.0
"Bedford, Toby",,,,,,,3,4,-,-,2,-,4,3,1,17.0
"Briggs, Kieren",,,,,,,,,,4,1,3,3,3,1,15.0
"Brown, Callum",,,,,,,4,3,2,,5,6,4,8,5,37.0
"Buckley, Jack",5,5,3,6,6,6,5,5,3,2,4,8,-,4,-,62.0
"Cadman, Aaron",,,,,3,2,2,1,2,3,2,2,,-,,17.0
"Callaghan, Finn",6,4,4,7,5,5,10,4,8,4,4,2,4,8,4,79.0
"Coniglio, Stephen",3,2,2,3,1,5,1,1,3,5,3,2,2,6,6,45.0
"Cumming, Isaac",3,2,5,4,6,3,2,5,,,,,,,5,35.0
"Daniels, Brent",2,4,3,6,,3,1,-,1,5,1,1,,,,27.0
"Fahey, Josh",,,,,,,,,,,1,1,3,,,5.0
"Fleeton, Cameron",,,,,,,,,1,2,,,,,,3.0
"Flynn, Matt",1,3,4,-,1,-,-,3,3,,,,,,,15.0
"Green, Tom",6,4,6,6,3,,2,6,2,2,4,6,1,3,3,54.0
"Greene, Toby",8,4,2,8,4,5,2,,,5,9,3,3,5,4,62.0
"Hamilton, Cooper",,5,3,1,3,,,,,,,,,,,12.0
"Haynes, Nick",8,6,8,17,8,7,8,12,12,1,,,6,4,8,105.0
"Himmelberg, Harry",5,4,3,3,3,3,3,3,5,2,,7,5,10,5,61.0
"Hogan, Jesse",4,8,4,6,9,6,2,9,3,7,10,4,8,,2,82.0
"Idun, Connor",5,7,4,7,9,7,4,10,6,2,5,3,2,9,3,83.0
"Keeffe, Lachlan",,,,,,,,,,,2,4,3,5,-,14.0
"Kelly, Josh",7,,3,2,1,2,4,1,6,3,,,,3,3,35.0
"Kennedy, Adam",4,2,,1,-,1,,,,,,,,,,8.0
"Lloyd, Daniel",2,2,3,5,1,,,3,4,,2,3,2,4,2,33.0
"OHalloran, Xavier",,,,,5,2,5,-,2,2,1,3,2,4,2,28.0
"Peatling, James",2,2,3,,3,4,2,1,6,1,2,,,,,26.0
"Perryman, Harry",-,,,,,2,2,3,2,3,-,2,4,4,2,24.0
"Riccardi, Jake",4,2,6,2,,,,,,3,5,2,8,8,2,42.0
"Rowston, Harry",,1,3,1,-,3,2,,,,,,1,,,11.0
"Stone, Conor",,-,1,1,,,,,,,,,,,,2.0
"Taylor, Sam",3,9,5,7,8,3,,,,,,,,3,1,39.0
"Ward, Callan",4,1,3,5,4,2,,1,1,-,1,6,5,-,3,36.0
"Wehr, Jacob",3,-,,,,,,,,,,,,,,3.0
"Whitfield, Lachie",2,,4,5,7,4,7,10,8,4,5,6,7,9,,78.0
Totals,88,79,87,111,97,79,82,91,95,62,81,81,86,110,65,1294.0
Opponent,AD,WC,CA,ES,HW,BL,SY,WB,CW,SK,GE,RI,NM,FR,ME,
