Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Adams, Taylor",5,1,7,2,5,,5,2,2,2,5,3,6,5,2,4,56.0
"Bianco, Trent",,,,,,,,,,,,,,,,3,3.0
"Cameron, Darcy",4,4,6,,,,,,,3,5,5,2,2,2,2,35.0
"Carmichael, Josh",,,-,,,,,,,,,,,,,,
"Cox, Mason",2,2,,,,,,1,2,3,2,3,1,1,2,-,19.0
"Crisp, Jack",3,5,5,4,1,3,5,2,1,4,3,1,3,-,3,2,45.0
"Daicos, Josh",-,7,2,1,4,3,5,2,1,5,-,6,1,4,2,2,45.0
"Daicos, Nick",2,3,3,3,1,3,5,4,4,2,4,4,1,4,5,1,49.0
"Elliott, Jamie",2,1,2,3,3,4,3,3,-,3,3,,,2,-,2,31.0
"Frampton, Billy",,2,3,1,-,3,2,3,,,,3,2,,2,1,22.0
"Ginnivan, Jack",,,,,1,2,2,-,5,-,3,3,,,,,16.0
"Harrison, Harvey",,,,,,,,,,,,-,1,2,1,,4.0
"Hill, Bobby",1,2,4,3,1,1,2,1,1,1,2,1,1,1,4,1,27.0
"Hoskin-Elliott, Will",6,2,-,1,3,-,-,1,1,2,1,1,4,3,2,1,28.0
"Howe, Jeremy",-,,,,,,,,,,,,,1,1,3,5.0
"Johnson, Ash",,,5,1,1,3,3,-,8,-,2,1,3,-,,3,30.0
"Kelly, Will",,,,,,-,4,,,,,,,,,,4.0
"Kreuger, Nathan",,,,,,3,-,,,,,,,,,,3.0
"Lipinski, Patrick",,,,,,,,,,,,,2,5,4,2,13.0
"Markov, Oleg",,,,2,3,1,2,2,2,-,3,1,2,-,2,-,20.0
"Maynard, Brayden",4,1,7,5,2,3,7,-,2,2,2,2,5,5,3,,50.0
"McCreery, Beau",1,3,3,5,2,2,3,2,2,1,5,1,2,1,3,-,36.0
"McInnes, Reef",-,-,,2,,,,,2,,,,4,,,,8.0
"McStay, Daniel",-,1,5,4,1,,,,,,,,,,,,11.0
"Mihocek, Brody",3,2,3,3,-,3,1,1,4,2,1,2,1,3,1,,30.0
"Mitchell, Tom",2,3,1,3,1,3,8,1,4,6,3,5,2,5,4,1,52.0
"Moore, Darcy",4,2,2,2,3,2,7,1,2,5,1,4,1,4,1,5,46.0
"Murphy, Nathan",2,3,3,3,3,,3,2,2,2,3,2,4,2,4,-,38.0
"Noble, John",4,1,3,-,4,3,5,5,1,7,2,3,4,1,1,3,47.0
"Pendlebury, Scott",1,2,2,3,5,2,,5,2,3,1,5,4,4,4,2,45.0
"Quaynor, Isaac",3,1,2,2,1,2,4,2,2,1,1,-,1,3,1,4,30.0
"Ruscoe, Trey",,,,,,1,,,,,,,,,,,1.0
"Sidebottom, Steele",4,2,1,2,3,3,5,2,4,3,1,,,,,,30.0
"Wilson, Tom",,,,,1,,,,,,,,,,,,1.0
"de Goey, Jordan",3,3,6,2,,6,12,2,3,5,7,6,,,,3,58.0
Totals,56,53,75,57,49,56,93,44,57,62,60,62,57,58,54,45,938.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,GC,WB,
