Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Adams, Taylor",-,2,-,1,-,,3,1,-,-,3,1,-,1,-,12.0
"Cameron, Darcy",3,1,4,,,,,,,-,2,2,3,1,3,19.0
"Carmichael, Josh",,,2,,,,,,,,,,,,,2.0
"Cox, Mason",1,1,,,,,,4,1,2,1,2,4,4,6,26.0
"Crisp, Jack",-,-,1,2,1,1,1,4,-,2,1,1,1,-,-,15.0
"Daicos, Josh",1,-,3,1,-,-,1,1,-,-,1,-,-,-,2,10.0
"Daicos, Nick",1,-,-,-,-,-,1,1,-,-,-,1,1,-,3,8.0
"Elliott, Jamie",-,3,2,3,3,2,3,2,3,-,1,,,1,1,24.0
"Frampton, Billy",,3,11,6,2,4,6,2,,,,7,10,,4,55.0
"Ginnivan, Jack",,,,,3,-,1,-,1,-,-,3,,,,8.0
"Harrison, Harvey",,,,,,,,,,,,-,2,1,-,3.0
"Hill, Bobby",-,4,1,-,1,1,-,1,1,2,-,-,-,-,-,11.0
"Hoskin-Elliott, Will",4,1,2,-,1,4,3,2,-,-,-,2,1,4,4,28.0
"Howe, Jeremy",3,,,,,,,,,,,,,2,2,7.0
"Johnson, Ash",,,3,2,2,-,1,1,1,-,2,-,-,1,,13.0
"Kelly, Will",,,,,,-,1,,,,,,,,,1.0
"Kreuger, Nathan",,,,,,-,1,,,,,,,,,1.0
"Lipinski, Patrick",,,,,,,,,,,,,-,-,3,3.0
"Markov, Oleg",,,,1,1,2,5,1,2,5,3,-,2,3,2,27.0
"Maynard, Brayden",3,3,8,2,9,3,5,3,6,3,1,3,8,1,3,61.0
"McCreery, Beau",1,-,1,-,2,2,-,1,-,-,1,1,2,1,-,12.0
"McInnes, Reef",-,1,,1,,,,,-,,,,1,,,3.0
"McStay, Daniel",1,-,1,1,-,,,,,,,,,,,3.0
"Mihocek, Brody",1,-,2,1,3,3,2,-,1,1,1,1,5,-,4,25.0
"Mitchell, Tom",-,1,1,1,2,1,2,1,-,1,1,2,-,-,-,13.0
"Moore, Darcy",12,6,7,7,12,9,9,10,10,10,9,10,7,12,4,134.0
"Murphy, Nathan",9,3,12,3,7,,10,6,7,4,9,7,1,8,7,93.0
"Noble, John",-,2,1,3,1,2,2,1,1,2,-,4,-,2,3,24.0
"Pendlebury, Scott",-,3,2,2,2,4,,2,1,-,1,1,1,1,1,21.0
"Quaynor, Isaac",2,1,4,5,4,4,-,1,2,3,1,2,2,-,2,33.0
"Ruscoe, Trey",,,,,,5,,,,,,,,,,5.0
"Sidebottom, Steele",2,1,4,1,1,2,2,3,3,2,-,,,,,21.0
"Wilson, Tom",,,,,-,,,,,,,,,,,
"de Goey, Jordan",2,3,3,4,,1,1,4,1,-,2,-,,,,21.0
Totals,46,39,75,47,57,50,60,52,41,37,40,50,51,43,54,742.0
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,GC,
