Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Adams, Taylor",-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Bianco, Trent",,,,,,,,,,,,,,,,On,1/0
"Cameron, Darcy",-,-,Off,,,,,,,-,-,-,-,-,-,-,0/1
"Carmichael, Josh",,,On,,,,,,,,,,,,,,1/0
"Cox, Mason",-,-,,,,,,-,-,-,-,-,-,-,-,-,
"Crisp, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Daicos, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Daicos, Nick",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Elliott, Jamie",-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,
"Frampton, Billy",,-,-,-,-,-,-,-,,,,-,-,,-,-,
"Ginnivan, Jack",,,,,-,-,-,On,-,On,-,-,,,,,2/0
"Harrison, Harvey",,,,,,,,,,,,-,-,-,On,,1/0
"Hill, Bobby",-,-,-,-,-,-,-,Off,-,-,-,-,-,-,-,-,0/1
"Hoskin-Elliott, Will",-,-,-,-,-,-,-,-,-,-,On,-,-,-,-,Off,1/1
"Howe, Jeremy",Off,,,,,,,,,,,,,-,Off,-,0/2
"Johnson, Ash",,,-,-,-,-,-,-,-,Off,-,-,Off,Off,,-,0/3
"Kelly, Will",,,,,,On,On,,,,,,,,,,2/0
"Kreuger, Nathan",,,,,,Off,Off,,,,,,,,,,0/2
"Lipinski, Patrick",,,,,,,,,,,,,-,-,-,-,
"Markov, Oleg",,,,On,-,-,-,-,-,-,-,On,On,-,-,-,3/0
"Maynard, Brayden",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"McCreery, Beau",-,-,-,-,-,-,-,-,-,-,-,Off,-,On,-,-,1/1
"McInnes, Reef",On,On,,Off,,,,,On,,,,-,,,,3/1
"McStay, Daniel",-,-,-,-,Off,,,,,,,,,,,,0/1
"Mihocek, Brody",-,Off,-,-,-,-,-,-,-,-,-,-,-,-,-,,0/1
"Mitchell, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Moore, Darcy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Nathan",-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Noble, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Pendlebury, Scott",-,-,-,-,-,-,,-,Off,-,-,-,-,-,-,-,0/1
"Quaynor, Isaac",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ruscoe, Trey",,,,,,-,,,,,,,,,,,
"Sidebottom, Steele",-,-,-,-,-,-,-,-,-,-,Off,,,,,,0/1
"Wilson, Tom",,,,,On,,,,,,,,,,,,1/0
"de Goey, Jordan",-,-,-,-,,-,-,-,-,-,-,-,,,,-,
Totals,,,,,,,,,,,,,,,,,
Opponent,GE,PA,RI,BL,SK,ES,AD,SY,GW,CA,NM,WC,ME,AD,GC,WB,
