Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Bateman, Chance",,4,4,5,5,3,3,,,,3,,2,-,3,-,2,3,2,1,2,-,2,44.0
"Birchall, Grant",1,3,1,3,3,2,1,-,2,1,1,3,2,2,2,1,2,4,2,2,2,,,40.0
"Brown, Campbell",1,1,5,-,2,3,1,-,2,4,,,,,2,1,5,,,2,1,4,2,36.0
"Burgoyne, Shaun",,,,,,,,1,2,-,3,-,3,2,5,5,1,3,3,2,1,3,5,39.0
"Ellis, Xavier",1,8,3,3,1,2,1,4,-,-,4,2,1,2,3,1,3,1,4,2,2,1,2,51.0
"Franklin, Lance",,2,3,,4,1,,6,3,5,,3,6,5,6,,8,3,4,5,2,1,5,72.0
"Gibson, Josh",1,-,-,,,,,,,,,,,,3,-,2,2,-,1,3,1,2,15.0
"Gilham, Stephen",-,2,-,3,3,5,2,2,1,2,-,-,1,-,1,-,-,-,-,1,1,1,1,26.0
"Guerra, Brent",1,6,2,3,4,4,5,1,2,2,4,-,-,2,2,2,1,3,3,1,1,2,4,55.0
"Hodge, Luke",4,3,2,4,6,4,1,4,4,1,1,2,-,7,3,3,3,3,5,3,4,,2,69.0
"Hooper, Rhan",3,-,,,,,,,2,-,,,,,,,,,,3,,-,,8.0
"Kayler-Thomson, Jarrod",1,,,,3,4,,,,,,,,,,,,,,,,,,8.0
"Ladson, Rick",3,1,2,1,-,-,1,,,,-,1,1,,,,,2,1,,,,1,14.0
"Lewis, Jordan",4,-,4,3,4,3,1,5,3,1,1,3,1,3,-,2,1,2,2,1,2,4,5,55.0
"Mitchell, Sam",2,7,8,2,,,,1,4,5,3,1,2,2,,3,3,3,3,2,2,5,3,61.0
"Morton, Jarryd",1,1,-,4,,,2,,,,,,,,,,,,,,,,,8.0
"Moss, Garry",1,,1,-,,,,,,,,,,,,,,,1,,,,,3.0
"Murphy, Tom",-,2,-,2,1,3,,,-,-,3,2,1,-,3,1,-,2,-,-,-,2,1,23.0
"Muston, Beau",,,,,,,2,2,,,,-,2,1,,,,,,,,,,7.0
"Osborne, Michael",7,2,,2,3,5,,,3,3,6,1,-,4,3,3,3,1,1,4,4,2,5,62.0
"Peterson, Carl",3,2,1,2,-,,1,1,1,2,3,1,,-,2,2,,,,1,2,1,,25.0
"Renouf, Brent",1,3,1,2,,3,3,6,4,3,3,-,1,-,1,-,1,2,2,3,2,-,3,44.0
"Rioli, Cyril",,-,2,-,2,2,4,5,5,2,1,3,2,-,2,2,2,4,,,2,4,2,46.0
"Roughead, Jarryd",3,2,3,3,3,2,1,1,3,1,1,2,3,3,-,4,2,1,-,1,2,3,2,46.0
"Schoenmakers, Ryan",4,2,1,4,-,3,4,,,,,2,-,2,5,,,,,,,,,27.0
"Sewell, Brad",,,,,3,5,2,4,2,4,4,2,3,4,3,2,4,1,3,1,-,6,1,54.0
"Shiels, Liam",3,2,,,3,1,3,,,,1,,,,,,,,,,,,,13.0
"Skipper, Wayde",,,,,,,,1,1,-,1,1,1,1,1,-,2,2,,2,1,1,1,16.0
"Stokes, Cameron",,,,,,,,1,,,,,,,,,,,,,,,,1.0
"Stratton, Ben",,,3,-,2,-,3,3,1,2,2,-,1,1,2,-,2,2,1,1,1,3,5,35.0
"Suckling, Matt",3,,-,,,,4,-,,,,,,,,,,,-,,,,,7.0
"Taylor, Simon",,,,,,,,,,,,,,,,,,,1,,,,,1.0
"Whitecross, Brendan",,,,-,1,1,2,1,2,1,2,2,,,,1,1,3,,3,5,4,1,30.0
"Young, Clinton",,,,1,2,2,1,3,1,5,1,,1,1,1,2,1,3,2,,,4,2,33.0
Totals,48,53,46,47,55,58,48,52,48,44,48,31,34,42,53,35,49,50,40,42,42,52,57,1074.0
Opponent,ME,GE,WB,CW,NM,ES,WC,RI,CA,SY,PA,AD,ES,WB,GE,BL,SK,PA,SY,ME,FR,CW,FR,
