Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Battle, Josh",8,6,3,4,7,3,4,5,5,7,4,3,6,3,-,68.0
"Butler, Dan",2,6,-,5,3,6,4,5,5,4,6,5,5,1,4,61.0
"Byrnes, Ryan",12,2,8,7,7,6,1,10,5,4,4,10,4,1,4,85.0
"Bytel, Jack",7,,,1,3,,,2,3,,,,,,,16.0
"Caminiti, Anthony",7,4,5,4,2,,,,2,8,4,3,2,3,6,50.0
"Clark, Hunter",11,5,10,13,9,8,11,9,13,8,-,,,,,97.0
"Cordy, Zaine",2,3,-,7,4,1,-,,,,,,,,,17.0
"Crouch, Brad",11,14,14,13,16,5,16,8,16,10,10,14,17,9,11,184.0
"Gresham, Jade",8,7,10,6,3,6,6,7,,5,5,5,5,6,11,90.0
"Higgins, Jack",4,2,5,9,6,6,7,5,8,4,3,4,5,6,5,79.0
"Hill, Bradley",3,5,5,3,1,2,4,2,3,5,4,9,10,8,3,67.0
"Howard, Dougal",7,5,3,6,5,3,-,3,3,5,4,3,7,5,5,64.0
"King, Max",,,,,,,,,,4,6,7,6,5,9,37.0
"Marshall, Rowan",10,15,7,9,12,10,13,11,6,14,9,7,11,6,17,157.0
"Membrey, Tim",,,,,,5,4,3,6,,,,,,,18.0
"Owens, Mitch",9,7,11,19,10,8,13,9,8,6,,12,6,7,8,133.0
"Paton, Ben",2,6,2,3,4,2,3,4,5,1,9,,,3,,44.0
"Phillipou, Mattaes",8,4,8,10,6,3,2,5,5,8,4,4,9,6,6,88.0
"Ross, Sebastian",,9,11,11,14,13,10,5,6,7,5,7,9,,5,112.0
"Sharman, Cooper",,,,,,,,9,2,,2,2,2,2,2,21.0
"Sinclair, Jack",7,9,6,9,5,7,10,5,9,12,4,12,10,16,12,133.0
"Steele, Jack",8,7,,,,9,15,8,15,13,2,9,12,12,12,122.0
"Stocker, Liam",4,5,7,7,7,5,7,5,6,5,8,2,4,5,1,78.0
"Wanganeen-Milera, Nasiah",2,1,1,4,6,3,6,2,4,7,4,7,9,9,5,70.0
"Webster, Jimmy",5,,4,,,,,,,2,7,2,5,6,5,36.0
"Wilkie, Callum",9,2,4,8,7,1,5,9,4,10,6,5,6,3,3,82.0
"Windhager, Marcus",,1,5,2,3,1,2,,,,,5,9,5,9,42.0
"Wood, Mason",4,6,10,6,7,7,11,5,5,9,7,5,14,8,7,111.0
Totals,150,131,139,166,147,120,154,136,144,158,117,142,173,135,150,2162.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,BL,WC,
