Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Amon, Karl",1,1,5,1,-,-,-,-,1,2,1,2,1,1,2,1,19.0
"Blanck, James",-,-,,,,,,,-,-,-,1,-,-,-,-,1.0
"Bramble, Lachlan",-,1,-,,,,,1,1,-,2,-,1,1,,,7.0
"Breust, Luke",-,-,1,-,1,-,1,,-,1,1,-,-,-,-,,5.0
"Brockman, Tyler",,,-,-,1,-,-,-,,-,-,-,-,-,,-,1.0
"Butler, Sam",,-,,,,,,,1,-,1,-,-,-,-,,2.0
"Day, Will",-,7,5,6,,,7,7,5,5,2,2,6,3,4,3,62.0
"Frost, Sam",-,-,-,1,-,-,1,-,-,-,-,-,,-,-,2,4.0
"Grainger-Barras, Denver",,,,,-,-,,,,,,,,,,-,
"Greene, Fergus",-,-,-,1,-,-,-,-,,,,,,,1,-,2.0
"Hardwick, Blake",-,-,-,-,1,-,1,2,1,-,-,1,-,-,1,-,7.0
"Impey, Jarman",-,1,1,2,-,1,1,-,-,-,-,-,1,1,,-,8.0
"Jiath, Changkuoth",-,1,1,1,-,-,-,,2,,,,,,,,5.0
"Koschitzke, Jacob",-,-,,,,,,,1,-,-,-,-,-,,,1.0
"Lewis, Mitch",,,,,,,1,-,-,-,-,-,-,-,-,1,2.0
"Long, Ned",,,,,-,2,,,,,,,,,,,2.0
"Lynch, Max",,,,,,2,,,,,,,,,,,2.0
"Macdonald, Bailey",,,,,,,,,,,,-,,,,,
"Macdonald, Connor",-,-,-,-,1,1,,-,,3,-,3,1,-,1,-,10.0
"Mackenzie, Cam",3,3,2,2,1,2,,,1,-,2,3,1,1,,,21.0
"Maginness, Finn",-,-,-,1,,,,,,,,,,,-,2,3.0
"Meek, Lloyd",2,3,4,4,1,,,2,2,3,1,-,3,-,2,,27.0
"Mitchell, Seamus",,,,,-,-,-,-,-,-,-,,-,1,-,-,1.0
"Moore, Dylan",-,1,2,1,2,2,3,1,-,1,2,4,1,-,1,2,23.0
"Morrison, Harry",,,4,1,1,-,-,1,-,,,,,,1,-,8.0
"Nash, Conor",3,4,3,1,7,7,2,8,4,8,1,2,-,10,1,5,66.0
"Newcombe, Jai",4,5,1,2,10,7,9,4,6,7,9,5,5,2,5,9,90.0
"Ramsden, Max",,,,,,,-,,,,,,,,,,
"Reeves, Ned",-,-,5,1,1,2,3,1,,4,2,4,1,3,3,4,34.0
"Scrimshaw, Jack",,,-,-,,-,-,-,,,,-,1,-,1,1,3.0
"Sicily, James",3,-,-,1,-,1,-,-,2,-,1,,-,,,,8.0
"Ward, Josh",3,2,5,3,4,,1,-,,,,,,,4,1,23.0
"Weddle, Josh",,,,,,,-,-,-,2,-,-,-,-,1,3,6.0
"Wingard, Chad",-,,,-,1,3,-,1,-,,,,,,2,2,9.0
"Worpel, James",7,6,4,6,8,8,8,6,6,8,6,6,5,5,4,4,97.0
Totals,26,35,43,35,40,38,38,34,33,44,31,33,27,28,34,40,559.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,GC,CA,GW,
