Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Oskar",-,1,1,-,-,1,-,-,-,1,-,-,-,-,,4.0
"Bontempelli, Marcus",-,-,-,1,1,2,1,1,-,-,-,1,-,2,1,10.0
"Bruce, Josh",-,-,-,-,-,,,,,,,,-,,,
"Crozier, Hayden",,-,-,-,,,,,,,,,,,,
"Dale, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Daniel, Caleb",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Darcy, Sam",-,-,,,,,,,,,,,,,,
"Duryea, Taylor",-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"English, Tim",-,-,-,1,-,-,1,-,-,-,1,1,1,1,1,7.0
"Garcia, Riley",,-,-,,,,,,,,,,,,,
"Gardner, Ryan",,,,,,,,-,-,-,-,-,,,-,
"Hannan, Mitch",-,,,1,1,,,,,,-,,,3,-,5.0
"Johannisen, Jason",-,,-,-,-,-,-,1,1,-,,,,,,2.0
"Jones, Arthur",,,-,-,-,-,2,1,1,-,-,-,-,,,4.0
"Jones, Liam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Keath, Alex",-,-,-,-,,-,-,-,-,,,,-,-,-,
"Liberatore, Tom",-,-,-,-,-,-,,-,-,1,-,-,1,-,1,3.0
"Lobb, Rory",-,,1,1,1,2,2,1,2,-,3,1,1,2,-,17.0
"Macrae, Jack",-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2.0
"McComb, Robbie",,-,-,-,,,,,,,,,,,,
"McLean, Toby",1,-,,,-,-,-,,,,,,,,,1.0
"McNeil, Lachlan",,,,,,-,-,-,-,-,-,-,,-,1,1.0
"Naughton, Aaron",3,4,2,2,-,2,4,2,3,2,2,2,1,3,1,33.0
"OBrien, Tim",,,,,-,-,-,,,-,-,-,,-,,
"ODonnell, James",,,,,,,,,-,-,-,2,-,,-,2.0
"Poulter, Caleb",,,,,,,,,,,,,,,-,
"Richards, Ed",-,-,-,-,-,-,-,-,-,-,-,-,,,,
"Scott, Anthony",1,1,1,-,-,-,-,1,2,-,1,-,-,-,-,7.0
"Smith, Bailey",-,-,-,-,,,-,-,-,-,-,-,-,-,-,
"Treloar, Adam",-,,-,-,-,1,-,-,,,,-,-,-,-,1.0
"Ugle-Hagan, Jamarra",2,2,2,3,1,5,1,-,1,1,4,4,4,3,5,38.0
"Vandermeer, Laitham",,,,,,,,,,,,,-,-,-,
"Weightman, Cody",,,,,4,1,-,1,-,1,1,1,1,6,1,17.0
"West, Rhylee",,-,,,,,,,,,,,1,-,-,1.0
"Williams, Bailey",-,1,3,-,-,2,1,-,1,2,-,2,-,-,-,12.0
Totals,7,9,10,9,8,16,12,8,11,8,12,15,12,20,12,169.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,FR,
