Player,R1,R2,R3,R4,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R21,R22,R23,R24,EF,Tot
"Allen, Tim",,,,,,,,,,,,,,,,,,1,-,-,1,-,,2.0
"Antrobus, Tony",,,1,1,,,,,,,,,,,1,2,1,-,,,,,,6.0
"Arnol, Jody",,-,,,,,,,,,,,,,,,,,,,,,,
"Bowey, Brett",,,,,,,,,,,,,,,,,2,1,,,-,1,,4.0
"Burke, Nathan",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"Coghlan, Frank",-,-,-,1,1,1,-,-,2,-,2,-,-,1,-,3,1,2,2,1,1,2,-,20.0
"Craven, Danny",3,-,-,1,2,-,,1,1,1,-,-,-,-,-,,,-,3,1,,,-,13.0
"Cummings, Steven",-,,,,-,-,-,-,-,,,,-,-,,,,,,,,,,
"Daniels, Jayson",-,-,-,-,-,-,-,-,-,,,,,,,-,1,-,,,,,,1.0
"Davies, Darren",,2,-,,,,,,,,,,,,,,,,,,,,,2.0
"Devonport, Craig",,,,,,,,,,,,,,-,-,-,-,2,-,-,-,1,-,3.0
"Dwyer, Mick",1,-,1,-,,,,,,,,,-,,,1,,,,,-,,,3.0
"Fode, Gordon",-,,,,,,,,,,,,,,,,,,,,,,,
"Frawley, Danny",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Grant, David",-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Greig, Dean",,,,,,,,,,,,,,,,,,,-,-,1,-,-,1.0
"Harding, Paul",-,-,-,-,-,,,,,-,-,1,-,-,1,-,-,-,-,-,-,-,-,2.0
"Harvey, Robert",-,-,2,2,1,-,3,-,1,1,2,-,-,-,1,-,1,-,-,-,-,1,1,16.0
"Hilton, Jeff",,,,,,,,,,1,1,1,1,,,,-,,,,,,,4.0
"Jeffrey, Russell",,,,,,,,,,-,-,-,-,-,,,,,,,,,,
"Jones, Greg",,,,,,,,,,,,,,,-,,-,,,,,,,
"Kitschke, Damian",-,,-,1,2,-,-,-,-,-,1,2,-,-,,-,,,,,,,,6.0
"Krakouer, Jim",,,,,-,,1,2,,,,,,,,,,,,,,,,3.0
"Lockett, Tony",,,,,,6,3,2,-,3,1,-,3,5,7,2,1,3,3,6,,1,5,51.0
"Loewe, Stewart",-,3,-,2,4,-,2,-,3,2,2,-,1,-,-,3,1,2,2,1,2,3,1,34.0
"McAdam, Gilbert",1,1,1,2,4,6,1,2,2,1,-,2,-,1,3,-,-,-,-,-,-,2,1,30.0
"Morris, Russell",1,1,-,1,-,1,-,1,1,-,-,-,-,-,-,-,2,-,1,-,2,-,-,11.0
"Muller, Ian",-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
"Newport, Stephen",-,-,-,-,-,-,-,,-,-,-,1,-,-,-,-,,,-,-,-,-,-,1.0
"Nixon, Ricky",,,,,,,,,,,,,,,,,,,,,,,-,
"Pekin, Tim",2,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6.0
"Ralphsmith, Sean",,,,-,-,-,-,-,-,-,-,-,,,1,-,-,-,,,,,,1.0
"Rice, Dean",1,-,-,1,-,2,5,2,1,-,-,-,-,-,-,1,-,-,4,-,1,1,1,20.0
"Smith, Rohan",,,,,,,,,,2,-,-,,,,,,,,,,,,2.0
"Taylor, Kain",,-,2,-,1,,,,,,,,,,,,,-,-,-,-,-,-,3.0
"Vidovic, Lazar",,,,,,-,-,-,,,,,,,-,,,,-,-,-,-,-,
"Wilson, Brian",-,-,1,2,3,,,,-,,,,,1,,,,,,,,,,7.0
"Winmar, Nicky",,,,,,1,3,-,1,-,-,-,-,-,-,1,1,,-,1,3,-,2,13.0
Totals,9,7,8,14,18,17,19,10,14,11,9,7,6,8,14,13,11,11,16,10,12,12,11,267.0
Opponent,RI,GE,ME,CW,CA,AD,BB,SY,ES,HW,NM,FI,FO,WC,RI,GE,ME,CW,CA,AD,BB,SY,GE,
