Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,Tot
"Battle, Josh",1,-,-,-,-,1,-,-,-,-,-,1,-,3.0
"Butler, Dan",1,-,-,1,-,-,-,-,-,-,-,-,-,2.0
"Byrnes, Ryan",4,-,-,2,1,1,1,2,1,1,2,3,2,20.0
"Bytel, Jack",3,,,-,1,,,-,1,,,,,5.0
"Caminiti, Anthony",-,-,-,-,-,,,,-,-,1,-,-,1.0
"Clark, Hunter",4,2,3,6,4,3,4,3,5,1,-,,,35.0
"Cordy, Zaine",-,-,-,-,-,-,-,,,,,,,
"Crouch, Brad",4,6,8,6,9,2,8,1,7,2,7,4,5,69.0
"Gresham, Jade",-,2,2,-,-,2,1,2,,2,4,-,-,15.0
"Higgins, Jack",-,-,-,1,-,-,-,-,1,-,1,-,1,4.0
"Hill, Bradley",1,1,2,-,-,2,1,1,-,1,-,3,-,12.0
"Howard, Dougal",-,1,-,-,-,1,-,-,-,-,-,-,-,2.0
"King, Max",,,,,,,,,,-,1,-,-,1.0
"Marshall, Rowan",5,9,3,7,7,4,3,5,5,5,6,3,4,66.0
"Membrey, Tim",,,,,,-,-,-,-,,,,,
"Owens, Mitch",1,1,1,-,1,4,2,3,3,1,,1,-,18.0
"Paton, Ben",-,-,-,-,-,-,-,-,1,1,2,,,4.0
"Phillipou, Mattaes",2,1,1,2,2,1,-,1,-,2,-,-,3,15.0
"Ross, Sebastian",,8,4,5,3,4,5,1,4,4,2,7,4,51.0
"Sharman, Cooper",,,,,,,,2,-,,-,-,-,2.0
"Sinclair, Jack",3,-,-,3,3,3,3,1,3,4,3,7,7,40.0
"Steele, Jack",5,6,,,,2,5,9,6,4,1,2,4,44.0
"Stocker, Liam",1,1,1,-,1,-,1,-,-,1,1,-,-,7.0
"Wanganeen-Milera, Nasiah",-,-,-,-,-,-,-,-,-,-,1,1,1,3.0
"Webster, Jimmy",1,,1,,,,,,,1,-,-,-,3.0
"Wilkie, Callum",-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Windhager, Marcus",,-,1,1,2,1,-,,,,,3,4,12.0
"Wood, Mason",1,1,2,1,2,1,3,1,1,-,1,1,3,18.0
Totals,37,39,29,35,37,32,37,32,38,30,33,36,38,453.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,
