Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Berry, Sam",2023,R1,adelaide,GW,12.0,9.0,3.0,0.0,1.0,0.0,4.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,79,-,2.0,1.0,0.0,
"Brown, Tyler",2023,R1,adelaide,GW,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29,On,2.0,0.0,0.0,
"Butts, Jordon",2023,R1,adelaide,GW,10.0,6.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,87,-,0.0,2.0,0.0,
"Crouch, Matt",2023,R1,adelaide,GW,,,,,,,,,,,,,,,,,,,,,,,,
"Dawson, Jordan",2023,R1,adelaide,GW,23.0,19.0,4.0,0.0,1.0,6.0,0.0,2.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,85,-,0.0,1.0,1.0,
"Doedee, Tom",2023,R1,adelaide,GW,20.0,12.0,8.0,0.0,0.0,5.0,0.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,95,-,2.0,7.0,0.0,
"Fogarty, Darcy",2023,R1,adelaide,GW,14.0,8.0,6.0,2.0,0.0,5.0,2.0,0.0,5.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,83,-,2.0,2.0,1.0,
"Gollant, Lachlan",2023,R1,adelaide,GW,,,,,,,,,,,,,,,,,,,,,,,,
"Himmelberg, Elliott",2023,R1,adelaide,GW,12.0,8.0,4.0,1.0,0.0,5.0,1.0,1.0,5.0,7.0,4.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,72,-,1.0,1.0,0.0,
"Hinge, Mitch",2023,R1,adelaide,GW,15.0,11.0,4.0,0.0,0.0,6.0,1.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,90,-,2.0,2.0,0.0,
