Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Hawkins, Tom",2023,R1,geelong,CW,11.0,6.0,5.0,2.0,2.0,4.0,0.0,0.0,7.0,4.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,86,-,2.0,0.0,0.0,
"Henry, Jack",2023,R1,geelong,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Henry, Oliver",2023,R1,geelong,CW,15.0,8.0,7.0,2.0,0.0,6.0,2.0,2.0,10.0,6.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,83,-,2.0,0.0,0.0,
"Holmes, Max",2023,R1,geelong,CW,17.0,10.0,7.0,1.0,0.0,1.0,2.0,4.0,5.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,80,-,2.0,2.0,0.0,
"Knevitt, Mitch",2023,R1,geelong,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Kolodjashnij, Jake",2023,R1,geelong,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Miers, Gryan",2023,R1,geelong,CW,19.0,7.0,12.0,0.0,2.0,5.0,1.0,0.0,7.0,12.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,87,-,6.0,2.0,0.0,
"Mullin, Oisin",2023,R1,geelong,CW,,,,,,,,,,,,,,,,,,,,,,,,
"OConnor, Mark",2023,R1,geelong,CW,15.0,8.0,7.0,0.0,0.0,3.0,0.0,4.0,5.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,92,-,0.0,1.0,0.0,
"Parfitt, Brandan",2023,R1,geelong,CW,5.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,41,On,2.0,0.0,0.0,
"Ratugolea, Esava",2023,R1,geelong,CW,6.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,94,-,4.0,11.0,0.0,
"Rohan, Gary",2023,R1,geelong,CW,8.0,5.0,3.0,2.0,0.0,5.0,0.0,1.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,81,-,3.0,1.0,0.0,
"Simpson, Sam",2023,R1,geelong,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Isaac",2023,R1,geelong,CW,21.0,19.0,2.0,1.0,0.0,6.0,1.0,2.0,3.0,14.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,6.0,88,-,2.0,1.0,1.0,
"Stanley, Rhys",2023,R1,geelong,CW,16.0,10.0,6.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,29.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,85,-,7.0,3.0,0.0,
"Stengle, Tyson",2023,R1,geelong,CW,17.0,10.0,7.0,2.0,0.0,3.0,1.0,1.0,3.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,76,-,2.0,1.0,1.0,
"Stewart, Tom",2023,R1,geelong,CW,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,12,Off,0.0,1.0,0.0,
"Tuohy, Zach",2023,R1,geelong,CW,18.0,13.0,5.0,2.0,0.0,4.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,92,-,5.0,0.0,1.0,
"Whyte, Cooper",2023,R1,geelong,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Atkins, Tom",2023,R2,geelong,CA,13.0,5.0,8.0,0.0,0.0,0.0,4.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,78,-,2.0,0.0,0.0,
"Bews, Jed",2023,R2,geelong,CA,10.0,7.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,87,-,4.0,1.0,0.0,
"Blicavs, Mark",2023,R2,geelong,CA,18.0,8.0,10.0,1.0,0.0,3.0,4.0,2.0,9.0,9.0,11.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,89,-,4.0,3.0,0.0,
"Bowes, Jack",2023,R2,geelong,CA,20.0,15.0,5.0,0.0,1.0,2.0,3.0,5.0,11.0,9.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,6.0,87,-,4.0,1.0,1.0,
"Bruhn, Tanner",2023,R2,geelong,CA,10.0,4.0,6.0,0.0,0.0,2.0,2.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,62,-,2.0,2.0,0.0,
"Cameron, Jeremy",2023,R2,geelong,CA,25.0,22.0,3.0,6.0,1.0,8.0,1.0,2.0,4.0,20.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,1.0,94,-,7.0,2.0,0.0,
"Ceglar, Jonathon",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Clark, Jhye",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Close, Brad",2023,R2,geelong,CA,8.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,88,-,0.0,1.0,0.0,
"Dangerfield, Patrick",2023,R2,geelong,CA,22.0,8.0,14.0,0.0,0.0,0.0,8.0,8.0,13.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,70,-,3.0,1.0,0.0,
"De Koning, Sam",2023,R2,geelong,CA,14.0,4.0,10.0,0.0,0.0,4.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,93,-,5.0,5.0,0.0,
"Dempsey, Oliver",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan, Mitch",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Guthrie, Cameron",2023,R2,geelong,CA,25.0,19.0,6.0,0.0,0.0,6.0,2.0,4.0,7.0,16.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,1.0,78,-,8.0,1.0,1.0,
"Guthrie, Zach",2023,R2,geelong,CA,12.0,6.0,6.0,0.0,0.0,3.0,0.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,81,-,1.0,1.0,0.0,
"Hawkins, Tom",2023,R2,geelong,CA,8.0,6.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,97,-,3.0,1.0,0.0,
"Henry, Jack",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Henry, Oliver",2023,R2,geelong,CA,10.0,6.0,4.0,2.0,1.0,4.0,0.0,1.0,6.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,70,-,3.0,0.0,0.0,
"Holmes, Max",2023,R2,geelong,CA,23.0,11.0,12.0,0.0,0.0,4.0,4.0,4.0,8.0,16.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,2.0,77,-,2.0,2.0,0.0,
"Knevitt, Mitch",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Kolodjashnij, Jake",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Miers, Gryan",2023,R2,geelong,CA,18.0,10.0,8.0,0.0,2.0,5.0,1.0,3.0,5.0,13.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,1.0,85,-,5.0,0.0,1.0,
"Mullin, Oisin",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"OConnor, Mark",2023,R2,geelong,CA,9.0,5.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,83,-,0.0,0.0,0.0,
"Parfitt, Brandan",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Ratugolea, Esava",2023,R2,geelong,CA,6.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,93,-,4.0,8.0,0.0,
"Rohan, Gary",2023,R2,geelong,CA,7.0,4.0,3.0,1.0,0.0,2.0,0.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,78,-,1.0,1.0,0.0,
"Simpson, Sam",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Isaac",2023,R2,geelong,CA,23.0,13.0,10.0,0.0,0.0,6.0,1.0,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,83,-,2.0,0.0,0.0,
"Stanley, Rhys",2023,R2,geelong,CA,16.0,5.0,11.0,0.0,0.0,1.0,3.0,3.0,8.0,8.0,14.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,60,Off,5.0,3.0,0.0,
"Stengle, Tyson",2023,R2,geelong,CA,12.0,9.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,11.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,81,-,5.0,0.0,1.0,
"Stewart, Tom",2023,R2,geelong,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Tuohy, Zach",2023,R2,geelong,CA,18.0,13.0,5.0,0.0,0.0,2.0,1.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,69,-,2.0,1.0,2.0,
"Whyte, Cooper",2023,R2,geelong,CA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,On,0.0,0.0,0.0,
"Atkins, Tom",2023,R3,geelong,GC,21.0,11.0,10.0,0.0,1.0,3.0,4.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,79,-,2.0,1.0,0.0,
"Bews, Jed",2023,R3,geelong,GC,13.0,7.0,6.0,0.0,0.0,3.0,1.0,2.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,80,-,3.0,0.0,0.0,
"Blicavs, Mark",2023,R3,geelong,GC,17.0,7.0,10.0,0.0,2.0,6.0,1.0,5.0,9.0,9.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,82,-,3.0,3.0,0.0,
"Bowes, Jack",2023,R3,geelong,GC,13.0,7.0,6.0,1.0,0.0,3.0,1.0,8.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,83,-,6.0,1.0,0.0,
"Bruhn, Tanner",2023,R3,geelong,GC,12.0,8.0,4.0,0.0,0.0,4.0,2.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,58,-,2.0,0.0,0.0,
"Cameron, Jeremy",2023,R3,geelong,GC,15.0,13.0,2.0,3.0,3.0,8.0,0.0,3.0,2.0,13.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,100,-,6.0,2.0,0.0,
"Ceglar, Jonathon",2023,R3,geelong,GC,14.0,4.0,10.0,0.0,0.0,4.0,5.0,2.0,7.0,7.0,13.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65,-,6.0,3.0,0.0,
"Clark, Jhye",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Close, Brad",2023,R3,geelong,GC,12.0,6.0,6.0,0.0,1.0,4.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,86,-,3.0,0.0,0.0,
"Dangerfield, Patrick",2023,R3,geelong,GC,19.0,14.0,5.0,1.0,0.0,5.0,2.0,4.0,11.0,8.0,0.0,1.0,0.0,2.0,3.0,0.0,8.0,2.0,78,-,5.0,0.0,3.0,
"De Koning, Sam",2023,R3,geelong,GC,7.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,54,Off,0.0,3.0,0.0,
"Dempsey, Oliver",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan, Mitch",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Guthrie, Cameron",2023,R3,geelong,GC,28.0,14.0,14.0,0.0,0.0,7.0,1.0,2.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,87,-,4.0,3.0,1.0,
"Guthrie, Zach",2023,R3,geelong,GC,13.0,9.0,4.0,0.0,0.0,5.0,0.0,3.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,83,-,3.0,2.0,1.0,
"Hawkins, Tom",2023,R3,geelong,GC,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,89,-,2.0,1.0,1.0,
"Henry, Jack",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Henry, Oliver",2023,R3,geelong,GC,13.0,10.0,3.0,0.0,0.0,4.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,75,-,4.0,0.0,1.0,
"Holmes, Max",2023,R3,geelong,GC,15.0,8.0,7.0,0.0,1.0,2.0,2.0,5.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,78,-,4.0,1.0,0.0,
"Knevitt, Mitch",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Kolodjashnij, Jake",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Miers, Gryan",2023,R3,geelong,GC,16.0,9.0,7.0,0.0,0.0,6.0,2.0,5.0,6.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,77,-,4.0,1.0,0.0,
"Mullin, Oisin",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"OConnor, Mark",2023,R3,geelong,GC,15.0,11.0,4.0,0.0,0.0,5.0,0.0,1.0,7.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,80,-,2.0,3.0,0.0,
"Parfitt, Brandan",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Ratugolea, Esava",2023,R3,geelong,GC,11.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,98,-,4.0,5.0,0.0,
"Rohan, Gary",2023,R3,geelong,GC,6.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,On,1.0,1.0,0.0,
"Simpson, Sam",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Isaac",2023,R3,geelong,GC,23.0,15.0,8.0,0.0,0.0,11.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,88,-,1.0,0.0,1.0,
"Stanley, Rhys",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Stengle, Tyson",2023,R3,geelong,GC,9.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,76,-,3.0,1.0,0.0,
"Stewart, Tom",2023,R3,geelong,GC,29.0,24.0,5.0,0.0,0.0,13.0,1.0,2.0,9.0,17.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,8.0,82,-,1.0,2.0,1.0,
"Tuohy, Zach",2023,R3,geelong,GC,21.0,17.0,4.0,0.0,0.0,5.0,0.0,0.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,84,-,0.0,0.0,0.0,
"Whyte, Cooper",2023,R3,geelong,GC,,,,,,,,,,,,,,,,,,,,,,,,
"Atkins, Tom",2023,R4,geelong,HW,14.0,6.0,8.0,0.0,0.0,0.0,2.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,75,-,2.0,2.0,0.0,
"Bews, Jed",2023,R4,geelong,HW,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37,Off,1.0,1.0,0.0,
"Blicavs, Mark",2023,R4,geelong,HW,9.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0,6.0,6.0,0.0,0.0,1.0,3.0,3.0,6.0,0.0,78,-,5.0,2.0,0.0,
"Bowes, Jack",2023,R4,geelong,HW,22.0,14.0,8.0,0.0,1.0,6.0,2.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,83,-,0.0,2.0,0.0,
"Bruhn, Tanner",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Cameron, Jeremy",2023,R4,geelong,HW,22.0,20.0,2.0,7.0,1.0,9.0,1.0,0.0,6.0,15.0,0.0,1.0,4.0,2.0,3.0,0.0,5.0,1.0,94,-,1.0,1.0,0.0,
"Ceglar, Jonathon",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Clark, Jhye",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Close, Brad",2023,R4,geelong,HW,17.0,10.0,7.0,2.0,0.0,6.0,1.0,0.0,4.0,14.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,0.0,82,-,4.0,2.0,0.0,
"Dangerfield, Patrick",2023,R4,geelong,HW,27.0,17.0,10.0,1.0,0.0,4.0,10.0,4.0,12.0,13.0,0.0,0.0,1.0,2.0,2.0,1.0,6.0,2.0,74,-,4.0,2.0,0.0,
"De Koning, Sam",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Dempsey, Oliver",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan, Mitch",2023,R4,geelong,HW,31.0,21.0,10.0,0.0,0.0,14.0,0.0,1.0,6.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,70,-,5.0,3.0,1.0,
"Guthrie, Cameron",2023,R4,geelong,HW,20.0,13.0,7.0,0.0,0.0,5.0,5.0,11.0,8.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,67,-,6.0,1.0,0.0,
"Guthrie, Zach",2023,R4,geelong,HW,19.0,12.0,7.0,0.0,0.0,8.0,0.0,3.0,6.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,88,-,0.0,2.0,0.0,
"Hawkins, Tom",2023,R4,geelong,HW,15.0,9.0,6.0,2.0,1.0,10.0,1.0,1.0,8.0,9.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,84,-,3.0,1.0,0.0,
"Henry, Jack",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Henry, Oliver",2023,R4,geelong,HW,9.0,6.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,50,On,0.0,0.0,0.0,
"Holmes, Max",2023,R4,geelong,HW,26.0,12.0,14.0,1.0,0.0,4.0,4.0,5.0,9.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,71,-,2.0,3.0,1.0,
"Knevitt, Mitch",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Kolodjashnij, Jake",2023,R4,geelong,HW,15.0,9.0,6.0,0.0,1.0,2.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,92,-,2.0,5.0,1.0,
"Miers, Gryan",2023,R4,geelong,HW,25.0,12.0,13.0,0.0,1.0,7.0,1.0,4.0,7.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,86,-,2.0,2.0,0.0,
"Mullin, Oisin",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"OConnor, Mark",2023,R4,geelong,HW,15.0,6.0,9.0,1.0,0.0,3.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,84,-,1.0,3.0,1.0,
"Parfitt, Brandan",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Ratugolea, Esava",2023,R4,geelong,HW,13.0,11.0,2.0,0.0,0.0,8.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85,-,0.0,7.0,0.0,
"Rohan, Gary",2023,R4,geelong,HW,9.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,74,-,3.0,3.0,0.0,
"Simpson, Sam",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Isaac",2023,R4,geelong,HW,27.0,17.0,10.0,0.0,2.0,6.0,2.0,2.0,4.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,84,-,4.0,0.0,0.0,
"Stanley, Rhys",2023,R4,geelong,HW,9.0,7.0,2.0,0.0,0.0,4.0,2.0,3.0,4.0,5.0,26.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,80,-,3.0,9.0,0.0,
"Stengle, Tyson",2023,R4,geelong,HW,10.0,8.0,2.0,2.0,0.0,4.0,0.0,1.0,3.0,10.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,83,-,6.0,0.0,0.0,
"Stewart, Tom",2023,R4,geelong,HW,20.0,16.0,4.0,0.0,0.0,5.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,92,-,3.0,1.0,0.0,
"Tuohy, Zach",2023,R4,geelong,HW,15.0,10.0,5.0,0.0,1.0,3.0,2.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,86,-,3.0,2.0,0.0,
"Whyte, Cooper",2023,R4,geelong,HW,,,,,,,,,,,,,,,,,,,,,,,,
"Atkins, Tom",2023,R5,geelong,WC,15.0,8.0,7.0,0.0,0.0,2.0,7.0,5.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,76,-,3.0,1.0,0.0,
"Bews, Jed",2023,R5,geelong,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Blicavs, Mark",2023,R5,geelong,WC,17.0,10.0,7.0,2.0,0.0,4.0,8.0,4.0,10.0,6.0,27.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,70,-,0.0,2.0,0.0,
"Bowes, Jack",2023,R5,geelong,WC,14.0,7.0,7.0,1.0,0.0,2.0,4.0,2.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,80,-,4.0,3.0,0.0,
"Bruhn, Tanner",2023,R5,geelong,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Cameron, Jeremy",2023,R5,geelong,WC,18.0,13.0,5.0,4.0,1.0,4.0,1.0,2.0,10.0,9.0,0.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,98,-,4.0,2.0,0.0,
"Ceglar, Jonathon",2023,R5,geelong,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Clark, Jhye",2023,R5,geelong,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Close, Brad",2023,R5,geelong,WC,16.0,8.0,8.0,4.0,0.0,4.0,1.0,1.0,4.0,12.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,84,-,1.0,1.0,0.0,
"Dangerfield, Patrick",2023,R5,geelong,WC,23.0,10.0,13.0,0.0,2.0,4.0,6.0,3.0,15.0,8.0,0.0,2.0,2.0,2.0,3.0,1.0,6.0,0.0,69,-,2.0,0.0,0.0,
"De Koning, Sam",2023,R5,geelong,WC,12.0,7.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,82,-,2.0,6.0,0.0,
"Dempsey, Oliver",2023,R5,geelong,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan, Mitch",2023,R5,geelong,WC,14.0,8.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,77,-,4.0,1.0,0.0,
