Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Baldwin, Kaine",,,,,,,,,8,10,,,,,,18.0
"Bryan, Nick",,,,,,,,,,,2,,,3,,5.0
"Caldwell, Jye",11,6,7,7,4,8,13,11,9,22,9,20,17,15,15,174.0
"DAmbrosio, Massimo",,15,21,,,,8,,6,4,4,5,1,,,64.0
"Davey, Alwyn",6,3,6,6,,4,,4,1,7,,,,,,37.0
"Draper, Sam",1,4,3,5,6,3,-,4,2,6,3,4,3,,,44.0
"Durham, Sam",13,9,13,6,16,5,10,,11,15,4,10,11,11,8,142.0
"Guelfi, Matt",,3,,,,,,,,,9,8,8,4,3,35.0
"Heppell, Dyson",9,11,10,15,11,12,,11,17,20,17,15,16,15,13,192.0
"Hind, Nick",,,8,,6,,8,9,17,17,13,17,16,,,111.0
"Hobbs, Ben",,,,,,4,14,10,16,15,13,13,16,20,11,132.0
"Jones, Harry",7,4,4,5,3,,,,,,,,,,,23.0
"Kelly, Jake",12,9,16,10,7,6,9,11,,,,,,7,8,95.0
"Langford, Kyle",18,11,10,9,9,13,8,14,5,8,11,10,6,5,10,147.0
"Laverde, Jayden",20,9,14,9,13,4,,,,,12,9,8,11,9,118.0
"Martin, Nic",16,8,20,16,8,16,11,13,13,20,24,11,18,20,9,223.0
"McDonald-Tipungwuti, Anthony",3,,,,,,6,7,6,7,4,,,,,33.0
"McGrath, Andrew",20,16,16,11,13,13,13,9,10,21,21,12,11,22,11,219.0
"Menzie, Jye",10,5,5,7,3,10,,2,1,6,4,5,11,2,5,76.0
"Merrett, Zach",20,23,18,22,21,,16,18,14,26,24,21,13,20,21,277.0
"Parish, Darcy",19,17,25,21,16,13,22,15,,,,,,11,18,177.0
"Perkins, Archie",14,4,11,11,11,9,13,11,10,15,7,10,15,9,8,158.0
"Phillips, Andrew",2,4,,2,3,2,2,4,5,1,,4,3,5,6,43.0
"Redman, Mason",15,12,16,15,8,12,8,9,18,17,21,14,18,8,9,200.0
"Ridley, Jordan",11,8,15,14,14,8,12,1,,23,21,11,10,15,6,169.0
"Setterfield, Will",21,15,13,11,11,16,12,13,16,,,,,,,128.0
"Shiel, Dylan",18,14,14,18,11,13,15,8,8,,,6,,,-,125.0
"Snelling, Will",,,,,7,8,5,,,13,11,7,10,7,9,77.0
"Stringer, Jake",,,5,6,6,4,10,7,7,6,12,8,9,4,11,95.0
"Weideman, Sam",5,,6,1,,9,9,6,4,5,4,2,10,4,6,71.0
"Wright, Peter",,,,,,,,,,,,,7,4,3,14.0
"Zerk-Thatcher, Brandon",11,8,,4,7,2,1,6,10,10,11,7,8,5,5,95.0
Totals,282,218,276,231,214,194,225,203,214,294,261,229,245,227,204,3517.0
Opponent,HW,GC,SK,GW,ME,CW,GE,PA,BL,RI,WC,NM,CA,FR,PA,
