Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Oskar",1,1,2,-,1,-,-,2,4,1,1,2,-,2,17.0
"Bontempelli, Marcus",5,5,6,12,7,10,6,7,9,6,11,8,6,11,109.0
"Bruce, Josh",1,3,-,3,1,,,,,,,,1,,9.0
"Crozier, Hayden",,2,1,1,,,,,,,,,,,4.0
"Dale, Bailey",1,1,1,3,3,1,1,1,3,1,2,2,2,-,22.0
"Daniel, Caleb",4,3,4,1,3,4,7,5,5,6,6,5,2,7,62.0
"Darcy, Sam",3,2,,,,,,,,,,,,,5.0
"Duryea, Taylor",1,1,,,2,2,3,-,1,2,1,-,2,4,19.0
"English, Tim",4,5,3,9,3,7,5,6,4,7,1,8,1,3,66.0
"Garcia, Riley",,6,2,,,,,,,,,,,,8.0
"Gardner, Ryan",,,,,,,,1,-,3,-,4,,,8.0
"Hannan, Mitch",2,,,3,3,,,,,,-,,,2,10.0
"Johannisen, Jason",1,,1,1,1,2,-,3,-,1,,,,,10.0
"Jones, Arthur",,,1,2,4,2,1,2,5,3,4,2,6,,32.0
"Jones, Liam",1,-,2,1,2,-,1,-,1,1,-,-,2,-,11.0
"Keath, Alex",4,2,-,1,,1,1,2,2,,,,1,1,15.0
"Liberatore, Tom",6,8,9,10,2,8,,4,9,5,7,7,5,9,89.0
"Lobb, Rory",-,,-,1,1,2,-,2,1,6,2,2,1,2,20.0
"Macrae, Jack",3,2,4,4,6,7,7,1,4,7,8,3,6,5,67.0
"McComb, Robbie",,-,1,1,,,,,,,,,,,2.0
"McLean, Toby",-,3,,,3,2,-,,,,,,,,8.0
"McNeil, Lachlan",,,,,,1,5,-,2,1,2,1,,3,15.0
"Naughton, Aaron",1,3,5,-,1,2,2,5,1,3,-,5,-,4,32.0
"OBrien, Tim",,,,,-,1,3,,,2,2,1,,-,9.0
"ODonnell, James",,,,,,,,,-,-,1,-,1,,2.0
"Richards, Ed",1,1,4,4,1,1,1,3,2,3,1,1,,,23.0
"Scott, Anthony",4,3,2,-,4,1,3,1,2,5,1,5,2,2,35.0
"Smith, Bailey",3,3,3,1,,,4,3,1,7,-,5,1,8,39.0
"Treloar, Adam",6,,5,4,3,1,6,2,,,,11,5,4,47.0
"Ugle-Hagan, Jamarra",1,-,1,1,2,-,-,1,-,-,1,1,2,2,12.0
"Vandermeer, Laitham",,,,,,,,,,,,,7,1,8.0
"Weightman, Cody",,,,,3,3,1,-,5,3,3,3,1,2,24.0
"West, Rhylee",,3,,,,,,,,,,,3,3,9.0
"Williams, Bailey",-,4,-,3,2,-,2,6,3,4,3,7,4,1,39.0
Totals,53,61,57,66,58,58,59,57,64,77,57,83,61,76,887.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,
