Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Berry, Sam",9,5,5,,,,,,,8,,,,,,27.0
"Brown, Tyler",-,,,,,,,,,,,,,,,
"Butts, Jordon",6,,4,3,9,5,8,4,8,3,4,5,8,4,1,72.0
"Crouch, Matt",,,,,,,,2,,,,,,,,2.0
"Dawson, Jordan",19,19,13,20,21,13,21,18,16,12,19,20,12,27,22,272.0
"Doedee, Tom",12,7,6,8,17,8,14,9,7,,4,-,,,,92.0
"Fogarty, Darcy",8,11,,,13,8,7,6,5,4,7,11,8,5,10,103.0
"Gollant, Lachlan",,,7,5,,,,,,6,,,,,,18.0
"Himmelberg, Elliott",8,7,,,,,,,,3,,,,,,18.0
"Hinge, Mitch",11,9,16,12,18,11,11,11,19,1,,9,11,19,22,180.0
"Jones, Chayce",,,4,17,18,6,15,10,16,19,13,11,14,14,12,169.0
"Keays, Ben",10,10,11,11,9,5,5,6,9,6,17,18,11,11,14,153.0
"Laird, Rory",8,16,13,11,11,9,13,8,14,17,10,11,17,10,8,176.0
"McAdam, Shane",5,,,,,,,,,,,,,,,5.0
"McHenry, Ned",,,,12,3,2,,,7,,7,8,8,7,7,61.0
"Michalanney, Max",9,4,10,9,7,6,8,10,6,7,8,3,6,7,6,106.0
"Milera, Wayne",8,,10,9,14,4,8,8,12,15,13,9,11,7,9,137.0
"Murphy, Lachlan",,10,13,6,12,6,9,11,10,5,9,9,12,6,7,125.0
"Murray, Nick",4,9,9,7,9,5,11,4,,8,9,5,3,1,5,89.0
"OBrien, Reilly",7,4,5,5,9,2,4,6,3,8,5,5,7,5,7,82.0
"Parnell, Patrick",,-,,,,,,,18,13,-,,,,,31.0
"Pedlar, Luke",11,9,7,,6,10,9,7,9,9,7,6,9,10,7,116.0
"Rachele, Josh",14,13,11,14,12,14,12,7,9,12,11,8,9,5,11,162.0
"Rankine, Izak",15,8,11,10,8,9,7,11,13,6,10,8,13,14,10,153.0
"Schoenberg, Harry",11,9,,3,,,3,,,,,,,,,26.0
"Sholl, Lachlan",,18,11,7,9,12,13,5,17,8,12,8,13,8,12,153.0
"Sloane, Rory",12,7,9,12,7,15,11,12,12,10,9,13,12,3,17,161.0
"Smith, Brodie",14,15,12,16,14,15,14,16,19,10,,21,11,13,14,204.0
"Soligo, Jake",10,9,10,10,3,18,10,12,13,4,12,6,8,6,11,142.0
"Thilthorpe, Riley",,5,7,10,3,6,10,1,3,,7,8,8,6,9,83.0
"Walker, Taylor",6,12,8,5,10,16,5,5,10,,8,6,18,12,11,132.0
"Worrell, Josh",,,,,,,,,,,14,,13,9,9,45.0
Totals,217,216,212,222,242,205,228,189,255,194,215,208,242,209,241,3295.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,
