Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Battle, Josh",2,2,1,2,3,-,-,3,-,-,4,3,5,2,27.0
"Butler, Dan",1,5,2,5,3,4,4,2,6,5,3,9,3,6,58.0
"Byrnes, Ryan",1,3,5,3,4,1,3,3,3,1,3,2,-,2,34.0
"Bytel, Jack",7,,,-,-,,,1,3,,,,,,11.0
"Caminiti, Anthony",-,1,5,2,1,,,,3,3,2,7,3,1,28.0
"Clark, Hunter",4,3,3,3,2,3,3,7,4,3,-,,,,35.0
"Cordy, Zaine",1,2,1,1,1,2,-,,,,,,,,8.0
"Crouch, Brad",4,9,6,8,3,6,4,3,4,7,5,8,3,10,80.0
"Gresham, Jade",2,2,-,4,1,5,3,4,,6,2,4,1,3,37.0
"Higgins, Jack",2,4,3,2,1,1,-,4,2,2,-,6,2,1,30.0
"Hill, Bradley",4,4,1,2,-,1,3,2,2,3,3,3,2,1,31.0
"Howard, Dougal",-,-,1,1,-,1,1,2,-,-,-,1,1,2,10.0
"King, Max",,,,,,,,,,1,1,3,1,-,6.0
"Marshall, Rowan",4,6,1,3,5,3,10,1,8,2,4,7,5,5,64.0
"Membrey, Tim",,,,,,1,-,1,-,,,,,,2.0
"Owens, Mitch",1,4,2,5,7,7,1,7,3,2,,3,8,5,55.0
"Paton, Ben",-,2,-,2,-,1,2,7,-,1,3,,,-,18.0
"Phillipou, Mattaes",-,-,1,4,2,2,1,4,-,6,2,5,2,1,30.0
"Ross, Sebastian",,3,9,2,3,-,2,2,8,2,4,10,1,,46.0
"Sharman, Cooper",,,,,,,,2,-,,-,3,1,-,6.0
"Sinclair, Jack",1,2,-,1,-,-,5,2,1,2,6,3,2,4,29.0
"Steele, Jack",3,6,,,,5,11,7,5,11,9,7,4,12,80.0
"Stocker, Liam",1,6,-,-,2,1,1,4,4,1,-,2,3,5,30.0
"Wanganeen-Milera, Nasiah",1,2,2,3,-,-,5,4,1,-,-,2,3,4,27.0
"Webster, Jimmy",1,,-,,,,,,,2,2,1,3,3,12.0
"Wilkie, Callum",1,3,2,5,4,2,2,1,2,-,-,2,5,2,31.0
"Windhager, Marcus",,2,1,1,2,-,2,,,,,4,7,3,22.0
"Wood, Mason",4,3,3,1,1,-,4,3,4,1,-,4,5,5,38.0
Totals,45,74,49,60,45,46,67,76,63,61,53,99,70,77,885.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,BL,
