Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Amon, Karl",3,3,7,2,4,3,2,2,1,6,5,6,8,52.0
"Blanck, James",3,2,,,,,,,1,3,1,5,2,17.0
"Bramble, Lachlan",4,3,3,,,,,4,5,-,6,5,2,32.0
"Breust, Luke",4,3,3,6,8,4,5,,5,8,4,5,5,60.0
"Brockman, Tyler",,,4,3,8,2,6,2,,3,1,1,5,35.0
"Butler, Sam",,1,,,,,,,10,8,4,6,3,32.0
"Day, Will",2,11,7,14,,,12,11,14,9,6,8,15,109.0
"Frost, Sam",6,3,9,5,7,7,5,9,6,7,3,2,,69.0
"Grainger-Barras, Denver",,,,,2,1,,,,,,,,3.0
"Greene, Fergus",3,4,4,2,-,2,3,3,,,,,,21.0
"Hardwick, Blake",3,3,4,3,2,4,5,8,5,4,6,7,4,58.0
"Impey, Jarman",4,4,5,10,2,8,4,2,2,3,6,8,3,61.0
"Jiath, Changkuoth",4,5,6,6,3,5,4,,7,,,,,40.0
"Koschitzke, Jacob",4,5,,,,,,,7,3,6,5,4,34.0
"Lewis, Mitch",,,,,,,7,3,2,11,4,6,4,37.0
"Long, Ned",,,,,3,3,,,,,,,,6.0
"Lynch, Max",,,,,,1,,,,,,,,1.0
"Macdonald, Bailey",,,,,,,,,,,,2,,2.0
"Macdonald, Connor",3,6,5,6,3,6,,2,,8,2,10,6,57.0
"Mackenzie, Cam",9,9,8,10,1,6,,,4,3,3,6,4,63.0
"Maginness, Finn",-,5,1,1,,,,,,,,,,7.0
"Meek, Lloyd",3,6,8,6,5,,,8,7,12,8,1,7,71.0
"Mitchell, Seamus",,,,,9,4,2,3,4,1,5,,5,33.0
"Moore, Dylan",7,6,5,7,14,8,6,5,3,5,7,9,7,89.0
"Morrison, Harry",,,7,8,6,8,6,5,2,,,,,42.0
"Nash, Conor",6,7,9,5,18,15,9,11,9,14,3,5,6,117.0
"Newcombe, Jai",10,9,7,5,15,15,19,6,12,12,13,10,12,145.0
"Ramsden, Max",,,,,,,3,,,,,,,3.0
"Reeves, Ned",3,1,8,2,9,3,10,4,,5,6,7,5,63.0
"Scrimshaw, Jack",,,6,2,,2,1,5,,,,9,5,30.0
"Sicily, James",9,6,8,2,8,7,7,4,13,9,17,,11,101.0
"Ward, Josh",5,7,10,5,9,,6,2,,,,,,44.0
"Weddle, Josh",,,,,,,-,5,2,5,3,9,6,30.0
"Wingard, Chad",5,,,1,1,8,2,3,2,,,,,22.0
"Worpel, James",14,16,7,11,16,12,14,10,10,15,11,17,8,161.0
Totals,114,125,141,122,153,134,138,117,133,154,130,149,137,1747.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,
