Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Anthony, John",,,1,,,,,,,,,,,-,5,4,1,-,1,-,2,3,2,1,20.0
"Brown, Nathan",4,4,1,4,1,1,-,1,3,3,4,-,3,1,4,4,5,-,2,3,,3,1,1,53.0
"Bryan, Chris",,,,,,,,2,1,2,6,3,2,5,1,1,-,-,4,4,1,-,1,1,34.0
"Burns, Scott",,9,5,,,,3,6,7,5,6,2,-,6,3,2,5,4,1,3,4,,,,71.0
"Clarke, Martin",2,,,1,2,2,3,1,3,3,-,3,4,4,5,4,2,3,2,2,-,4,3,-,53.0
"Cloke, Travis",2,-,-,2,1,-,2,2,2,2,3,1,,-,2,-,1,1,2,-,3,1,1,1,29.0
"Cook, Ryan",,,,,,3,6,,,,5,,,,,,,,3,4,4,3,-,-,28.0
"Cox, Shannon",,,,,,,,,,1,2,,,,,,,,,,-,3,1,1,8.0
"Davis, Leon",1,4,4,1,4,3,3,1,4,3,5,4,,4,4,,5,2,3,2,-,11,4,1,73.0
"Dawes, Chris",,,,,,,,,,,,,,,,,,,-,1,1,1,2,-,5.0
"Didak, Alan",2,2,3,-,-,3,4,3,3,1,2,3,3,4,2,-,-,3,,,,,,,38.0
"Egan, Chris",1,2,,,,,,,,,,,,,,,,,,,,,,,3.0
"Fraser, Josh",2,-,2,2,2,1,3,,3,1,4,2,,,,,,1,4,2,2,-,1,1,33.0
"Goldsack, Tyson",1,3,,,-,1,3,,,,,,4,1,4,1,,4,7,3,9,5,4,1,51.0
"Holland, Brodie",,,,,1,,,,,,,,,,,,,,,,,,,,1.0
"Johnson, Ben",,2,2,2,-,1,4,3,2,5,2,3,2,2,-,-,1,,,,,,,,31.0
"Lockyer, Tarkyn",1,2,3,1,3,5,3,3,9,3,2,8,1,1,2,5,2,3,1,4,6,1,3,-,72.0
"Lonie, Ryan",,,,,,,,,,,,,,,,,,1,,,,,,,1.0
"Lumumba, Heritier",2,1,4,1,2,2,1,3,2,4,1,2,4,-,5,-,3,-,3,-,1,1,2,1,45.0
"Maxwell, Nick",4,3,4,5,,1,3,1,1,-,6,1,2,5,4,1,1,4,5,-,5,2,6,2,66.0
"McCarthy, John",,,,,,,,,,,,,,,,,,,3,1,1,1,2,1,9.0
"Medhurst, Paul",6,2,1,-,3,4,3,2,3,4,3,1,-,2,2,2,2,1,1,1,5,3,1,1,53.0
"OBree, Shane",3,4,4,2,2,5,4,6,6,5,10,10,5,6,6,4,5,-,,4,7,3,5,-,106.0
"Pendlebury, Scott",2,6,1,2,1,7,6,6,3,5,,4,3,2,4,4,-,3,3,4,4,1,3,3,77.0
"Prestigiacomo, Simon",,,,,,,,,,,,,,,,,,,,,,2,1,,3.0
"Reid, Ben",,,,,-,,,,,,,4,-,,,,,,,,,,,,4.0
"Rocca, Anthony",4,2,-,1,-,,,1,1,,,,1,,,,,,,,,,,,10.0
"Rusling, Sean",1,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Shaw, Heath",-,1,2,2,-,3,3,-,6,-,2,-,5,1,4,-,1,3,,,,,,,33.0
"Shaw, Rhyce",2,4,4,2,4,2,3,3,7,3,-,6,-,1,1,5,2,,,,,-,5,2,56.0
"Stanley, Danny",,,,3,,,,,,,,,,,,,,,,,,2,,,5.0
"Swan, Dane",7,3,5,1,2,2,4,5,4,1,5,8,6,3,2,1,2,-,1,1,2,3,1,6,75.0
"Thomas, Dale",2,3,2,1,1,1,1,5,7,4,3,1,3,1,2,2,1,3,3,2,,,3,-,51.0
"Toovey, Alan",,,4,3,,,,,,,,,4,,,,,6,2,5,2,,,,26.0
"Wakelin, Shane",3,2,2,3,-,-,2,-,1,1,2,1,,1,-,-,-,,2,1,1,,,2,24.0
"Wellingham, Sharrod",,,,,,4,,1,7,5,1,1,2,,,1,4,2,6,,1,,,,35.0
"Wood, Cameron",3,-,-,-,-,-,3,1,,,,,5,1,2,3,2,,,,,,,,20.0
Totals,55,59,54,39,29,51,67,56,85,61,74,68,59,51,64,44,45,44,59,47,61,53,52,26,1303.0
Opponent,FR,BL,RI,CA,NM,ES,HW,SK,GE,WC,ME,CA,WB,SY,AD,NM,ES,HW,SK,PA,SY,FR,AD,SK,
