Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,Tot
"Armitage, David",2,-,-,2,-,2,-,1,1,1,1,1,-,2,1,3,2,2,2,-,,1,24.0
"Blake, Jason",9,7,4,3,9,7,7,2,1,9,3,3,6,,,,,,,,,,70.0
"Clarke, Raphael",,,,,,,,,,,3,5,4,,,,,,,,,,12.0
"Cripps, Jamie",1,2,1,-,3,,,-,1,-,,,,,,,,,2,-,3,2,15.0
"Dal Santo, Nick",2,3,1,3,2,1,1,4,2,-,2,4,-,5,4,-,2,2,4,3,4,2,51.0
"Dempster, Sean",3,2,8,4,8,7,-,5,2,6,8,5,2,1,10,2,5,4,4,5,2,8,101.0
"Dunell, Sam",,,,,,,,,,,,,,,1,1,-,-,-,,,,2.0
"Fisher, Sam",5,5,7,3,4,2,,,,,,3,4,4,3,7,4,3,2,2,,,58.0
"Geary, Jarryn",2,3,3,3,4,4,2,2,1,,,-,1,4,9,-,4,4,4,4,4,2,60.0
"Gilbert, Sam",3,4,2,2,6,1,4,3,5,4,3,5,2,5,-,2,1,5,2,2,2,,63.0
"Goddard, Brendon",2,2,-,2,1,4,3,3,1,3,-,1,1,,,1,-,4,2,-,-,1,31.0
"Gram, Jason",,,,,4,6,2,1,1,1,4,2,3,-,-,2,4,6,4,5,,1,46.0
"Gwilt, James",,,,,,,,,4,1,2,4,5,-,6,8,3,2,6,1,4,2,48.0
"Hayes, Lenny",2,3,3,1,1,2,2,2,2,1,-,1,1,3,1,4,2,-,2,-,-,-,33.0
"Jones, Clinton",3,4,3,3,3,2,-,3,2,1,3,-,,1,-,1,2,-,,,,,31.0
"Koschitzke, Justin",1,1,1,3,,2,6,5,2,2,1,1,-,-,3,4,2,-,2,2,,,38.0
"Ledger, Tom",,1,,,,,,,,,,,,,,,,,2,,3,-,6.0
"Maister, Beau",,,,,2,,1,1,,,,,,3,-,,2,,1,1,-,2,13.0
"McEvoy, Ben",4,4,2,-,8,,,,,,,5,3,4,5,1,4,2,4,3,3,3,55.0
"Milera, Terry",1,3,2,3,1,2,-,1,-,-,1,-,-,,,,,,,,3,-,17.0
"Milne, Stephen",1,2,-,1,1,1,2,-,1,2,-,1,2,-,-,1,-,1,-,1,-,-,17.0
"Montagna, Leigh",-,-,-,1,1,1,-,1,1,-,3,1,1,3,2,1,-,-,2,-,2,1,21.0
"Newnes, Jack",,1,1,-,,,,,,2,6,,,,,,,,,,3,1,14.0
"Peake, Brett",-,,,,,,,,,,,,,,,,,,,,,,
"Polo, Dean",-,,4,7,1,-,,,,,,,,,,,,1,,,,,13.0
"Ray, Farren",1,,,,,,1,2,3,-,,,,-,1,,,4,,1,2,-,15.0
"Riewoldt, Nick",-,1,4,2,-,2,3,4,3,1,-,2,1,2,5,4,1,1,-,,,,36.0
"Ross, Sebastian",,,,,,,,,,,,,,,,,,,,,3,,3.0
"Saad, Ahmed",,,,,,-,1,3,1,1,-,,-,-,-,-,1,-,1,1,-,-,9.0
"Schneider, Adam",,,,,,,,,,,1,-,-,1,2,2,-,,,1,,,7.0
"Simpkin, Tom",,8,8,3,12,6,7,8,3,4,1,,,4,9,6,10,7,3,7,10,8,124.0
"Siposs, Arryn",,,,,,1,-,,1,1,2,3,,-,1,1,,,,,3,6,19.0
"Stanley, Rhys",2,3,3,1,1,3,3,1,,,,,-,,,,,,,2,3,2,24.0
"Steven, Jack",2,1,-,2,1,-,-,1,2,1,-,-,-,3,,-,1,1,1,2,-,2,20.0
Totals,46,60,57,49,73,56,45,53,40,41,44,47,36,45,63,51,50,49,50,43,54,44,1096.0
Opponent,PA,GC,WB,FR,ME,HW,CA,WC,SY,RI,GC,AD,NM,ES,BL,SY,WB,CW,ME,GE,GW,CA,
